"episode","character","startmin","stopmin"
37,"Alison",28.7,30.2666666666667
37,"Sarah",31.05,31.5166666666667
37,"Beth",31.4166666666667,31.5166666666667
37,"Cosima",31.5166666666667,32.5666666666667
37,"Sarah",32.7,33.3666666666667
37,"Beth",32.7,33.3666666666667
37,"Cosima",33.3666666666667,33.9666666666667
37,"Sarah",33.9666666666667,34.7833333333333
37,"Beth",34.2166666666667,34.7833333333333
37,"Cosima",35.85,37.3166666666667
37,"Sarah",37.4833333333333,39.55
37,"Beth",37.6166666666667,38.2666666666667
37,"MK",39.7166666666667,39.9833333333333
37,"Rachel",39.9833333333333,41.15
38,"Rachel",2.05,3.15
38,"Sarah",3.15,5.71666666666667
38,"Cosima",3.15,5.71666666666667
38,"MK",3.85,5.71666666666667
38,"Alison",5.71666666666667,7.06666666666667
38,"Rachel",7.3,7.93333333333333
38,"Sarah",7.93333333333333,8.71666666666667
38,"MK",8.98333333333333,9.13333333333333
38,"Sarah",8.98333333333333,9.4
38,"Rachel",9.13333333333333,9.4
38,"Sarah",9.96666666666667,10.8
38,"Rachel",9.96666666666667,10.4833333333333
38,"Cosima",10.2666666666667,10.4833333333333
38,"Cosima",11.1166666666667,11.9833333333333
38,"Rachel",11.1166666666667,11.9833333333333
38,"Alison",11.9833333333333,13.2166666666667
38,"Sarah",13.3333333333333,14.0333333333333
38,"Alison",14.0333333333333,15.4666666666667
38,"Sarah",15.9166666666667,16.15
38,"Alison",16.4833333333333,16.95
38,"Sarah",17,17.1833333333333
38,"Alison",17.1833333333333,20.8833333333333
38,"Sarah",20.8833333333333,22.05
38,"Alison",21.4333333333333,21.9166666666667
38,"Cosima",22.05,23.15
38,"Sarah",23.15,24.2
38,"MK",23.3833333333333,24.5166666666667
38,"Rachel",24.5166666666667,25.0666666666667
38,"Alison",25.0666666666667,28.7
38,"Alison",29.2166666666667,30.2833333333333
38,"Sarah",31.6166666666667,31.7666666666667
38,"Alison",31.7666666666667,32.1166666666667
38,"Sarah",32.8333333333333,33.0666666666667
38,"Alison",33.0666666666667,34.1166666666667
38,"Sarah",34.1166666666667,34.9166666666667
38,"Sarah",37.7166666666667,38.7833333333333
38,"Cosima",37.9833333333333,38.7833333333333
38,"Rachel",38.7833333333333,39.9
38,"Cosima",39.9,40.5833333333333
39,"Rachel",0,2.48333333333333
39,"Sarah",2.28333333333333,2.48333333333333
39,"Helena",2.48333333333333,2.78333333333333
39,"Rachel",2.78333333333333,4.81666666666667
39,"Sarah",2.78333333333333,4.81666666666667
39,"Alison",5.6,6.58333333333333
39,"Sarah",6.58333333333333,7.4
39,"Cosima",7.4,8.61666666666667
39,"Sarah",8.61666666666667,8.86666666666667
39,"Sarah",9.75,10.8166666666667
39,"Helena",9.86666666666667,10.8
39,"Sarah",10.8166666666667,11.1333333333333
39,"Sarah",11.6166666666667,12.4166666666667
39,"Alison",12.7833333333333,13.8333333333333
39,"Sarah",14.2333333333333,14.9333333333333
39,"Rachel",14.5666666666667,15.4
39,"Cosima",15.4,16.4
39,"Helena",16.8333333333333,17.65
39,"Alison",17.65,19.2333333333333
39,"Rachel",19.2333333333333,20.0833333333333
39,"Sarah",20.0833333333333,22.15
39,"Helena",22.15,23.5833333333333
39,"Sarah",24.8166666666667,27
39,"Cosima",27,28.1833333333333
39,"Rachel",28.1833333333333,28.9666666666667
39,"Sarah",28.1833333333333,28.65
39,"Sarah",28.9666666666667,30.0666666666667
39,"Rachel",30.2,30.5666666666667
39,"Sarah",30.75,32.1
39,"Alison",32.1,33.1166666666667
39,"Alison",33.7333333333333,35.4166666666667
39,"Helena",34.8333333333333,35.4166666666667
39,"Sarah",35.4166666666667,35.9833333333333
39,"Rachel",35.9833333333333,38.2333333333333
39,"Sarah",38.2333333333333,38.3166666666667
39,"Rachel",38.3166666666667,40.45
40,"Krystal",0.283333333333333,1.93333333333333
40,"Cosima",2.6,4.06666666666667
40,"Sarah",3.28333333333333,4.21666666666667
40,"Krystal",4.21666666666667,5.15
40,"Rachel",5.15,6.3
40,"Sarah",5.36666666666667,6.98333333333333
40,"Cosima",6.98333333333333,7.7
40,"Rachel",7.7,8.05
40,"Helena",9.56666666666667,10.1833333333333
40,"Rachel",10.1833333333333,11.6166666666667
40,"Krystal",11.6166666666667,15.1333333333333
40,"Sarah",13.0166666666667,15.1333333333333
40,"Rachel",15.1333333333333,16.2166666666667
40,"Cosima",16.2166666666667,16.8666666666667
40,"Rachel",16.4666666666667,17.1333333333333
40,"Cosima",17.1333333333333,18.2333333333333
40,"Rachel",18.2333333333333,18.6333333333333
40,"Sarah",18.8833333333333,19.6166666666667
40,"Sarah",19.95,20.1833333333333
40,"Krystal",20.1833333333333,20.4166666666667
40,"Sarah",20.4166666666667,21.1833333333333
40,"Rachel",21.1833333333333,21.6666666666667
40,"Rachel",22.0833333333333,22.65
40,"Sarah",22.65,22.8166666666667
40,"Rachel",22.8166666666667,23.1
40,"Sarah",23.1,23.2666666666667
40,"Rachel",23.2666666666667,23.65
40,"Sarah",23.9166666666667,25.0166666666667
40,"Rachel",25.0166666666667,25.2
40,"Cosima",25.2,25.7
40,"Sarah",25.7,26.8666666666667
40,"Rachel",26.8666666666667,28.5333333333333
40,"Cosima",28.5333333333333,29.25
40,"Rachel",29.25,31.1166666666667
40,"Cosima",30.85,31.6166666666667
40,"Sarah",31.6166666666667,32.0166666666667
40,"Cosima",32.0166666666667,32.4333333333333
40,"Sarah",32.4333333333333,36.1333333333333
40,"Rachel",34.2833333333333,35.9833333333333
40,"Cosima",36.1333333333333,38.9
40,"Rachel",38.9,40.2666666666667
40,"Cosima",40.2666666666667,41.7166666666667
40,"Sarah",41.7166666666667,42.65
40,"Rachel",42.65,43.7333333333333
41,"Sarah",0,1.78333333333333
41,"Rachel",1.86666666666667,2.18333333333333
41,"Sarah",2.18333333333333,4.58333333333333
41,"Sarah",4.58333333333333,5.06666666666667
41,"Cosima",5.06666666666667,9.51666666666667
41,"Alison",11.3166666666667,12.2
41,"Sarah",13.0333333333333,14.2833333333333
41,"Helena",18.8833333333333,19.4666666666667
41,"Alison",19.0166666666667,19.25
41,"Alison",19.7333333333333,20.05
41,"Alison",21.15,22.4666666666667
41,"Sarah",22.4666666666667,23
41,"Cosima",23,26.1833333333333
41,"Sarah",26.1833333333333,28.6833333333333
41,"Cosima",28.95,31.3
41,"Rachel",29.9333333333333,31.3
41,"Sarah",31.1333333333333,31.3
41,"Helena",31.7166666666667,32.3
41,"Cosima",32.3,38.3833333333333
41,"Sarah",33.65,35.9833333333333
41,"Rachel",36.5833333333333,38.3833333333333
41,"Sarah",38.3833333333333,40.15
41,"Rachel",39.85,40.15
42,"Sarah",0,2.71666666666667
42,"Alison",1.31666666666667,1.78333333333333
42,"Cosima",1.78333333333333,2.3
42,"Rachel",2.71666666666667,3.05
42,"Sarah",3.05,5.63333333333333
42,"Rachel",3.36666666666667,5.63333333333333
42,"Alison",5.63333333333333,6.68333333333333
42,"Helena",6.68333333333333,8.01666666666667
42,"Cosima",8.01666666666667,8.93333333333333
42,"Sarah",8.93333333333333,11.5166666666667
42,"Helena",12.3166666666667,13.2
42,"Cosima",13.3833333333333,14.1666666666667
42,"Sarah",14.1666666666667,16.0166666666667
42,"MK",14.7333333333333,16.0166666666667
42,"Cosima",16.0166666666667,20.2666666666667
42,"Rachel",20.2666666666667,21.8666666666667
42,"Helena",21.8666666666667,23.0833333333333
42,"Sarah",23.0833333333333,24.15
42,"Rachel",24.15,24.4666666666667
42,"Sarah",24.7666666666667,25.5166666666667
42,"Rachel",25.5166666666667,25.85
42,"Sarah",25.85,26.2666666666667
42,"Sarah",26.7,27.1666666666667
42,"Helena",27.1666666666667,28.3666666666667
42,"Rachel",28.8166666666667,28.9833333333333
42,"Sarah",28.9833333333333,32.2833333333333
42,"MK",28.9833333333333,29.4
42,"MK",30.2833333333333,32.6333333333333
42,"MK",32.85,33.65
42,"Sarah",33.65,34.35
42,"MK",34.35,35.6833333333333
42,"Sarah",35.6833333333333,36.9166666666667
42,"Rachel",36.9166666666667,37.8666666666667
42,"Sarah",37.8666666666667,39.1
42,"Rachel",38.0666666666667,39.1
43,"Alison",0,2.05
43,"Beth",0.433333333333333,0.766666666666667
43,"Cosima",2.05,2.43333333333333
43,"Beth",2.11666666666667,2.43333333333333
43,"Alison",2.43333333333333,5.8
43,"Cosima",4.41666666666667,5.91666666666667
43,"Sarah",5.91666666666667,7.3
43,"Alison",6.21666666666667,6.76666666666667
43,"Alison",7.3,10.7
43,"Rachel",10.7,11.3666666666667
43,"Alison",12.1166666666667,15.3
43,"Rachel",16.05,17.35
43,"Sarah",17.35,18.0166666666667
43,"Alison",18.0166666666667,22.1666666666667
43,"Sarah",23.9833333333333,24.65
43,"Alison",26.1166666666667,30.35
43,"Sarah",30.6666666666667,30.8166666666667
43,"Sarah",31.1833333333333,32.6
43,"Alison",31.8,32.85
43,"Rachel",32.85,33.15
43,"Alison",33.6166666666667,34.3666666666667
43,"Rachel",33.6166666666667,34.3666666666667
43,"Alison",34.6333333333333,39.7666666666667
43,"Rachel",34.6333333333333,37.4333333333333
43,"Helena",39.7666666666667,40.1333333333333
44,"Sarah",2.33333333333333,4.9
44,"Sarah",6.21666666666667,9
44,"Cosima",9.65,11.65
44,"Sarah",11.9833333333333,12.1833333333333
44,"Sarah",12.5333333333333,12.7333333333333
44,"Sarah",14.4833333333333,15.6833333333333
44,"Sarah",16.7833333333333,18.4
44,"Helena",17.5666666666667,18.4
44,"Sarah",20.0333333333333,22.0333333333333
44,"Helena",20.0333333333333,22.0333333333333
44,"Cosima",22.0333333333333,23.4
44,"Sarah",23.4,28.0666666666667
44,"Cosima",28.0666666666667,29.5666666666667
44,"Sarah",29.5666666666667,30.7833333333333
44,"Cosima",30.7833333333333,31.5
44,"Sarah",31.5,31.9833333333333
44,"Cosima",31.9833333333333,32.7333333333333
44,"Sarah",32.7333333333333,33.1833333333333
44,"Cosima",33.1833333333333,34.4333333333333
44,"Sarah",34.4333333333333,35.6833333333333
44,"Sarah",36.85,37.6333333333333
45,"Cosima",0,0.366666666666667
45,"Cosima",0.733333333333333,1.01666666666667
45,"Cosima",1.33333333333333,1.56666666666667
45,"Cosima",1.8,4.03333333333333
45,"Cosima",4.03333333333333,5.7
45,"Sarah",5.7,6.63333333333333
45,"Cosima",7.31666666666667,8.8
45,"Rachel",8.8,9.15
45,"Rachel",9.86666666666667,14.3833333333333
45,"Cosima",14.3833333333333,16.05
45,"Sarah",16.05,16.9333333333333
45,"Cosima",17.9,18.5833333333333
45,"Cosima",19.2,22.7
45,"Cosima",23.2333333333333,25.7666666666667
45,"Rachel",25.4833333333333,25.6166666666667
45,"Sarah",25.7666666666667,27.25
45,"Cosima",27.25,30.6166666666667
45,"Rachel",27.25,28.6
45,"Cosima",32.15,33.6
45,"Cosima",34,38.4666666666667
45,"Sarah",38.4666666666667,38.8
45,"Cosima",39.9166666666667,40.0666666666667
46,"Krystal",0,1.8
46,"Sarah",1.8,2.48333333333333
46,"Cosima",2.48333333333333,3.98333333333333
46,"Sarah",3.98333333333333,5.75
46,"Krystal",5.23333333333333,6.85
46,"Sarah",6.13333333333333,6.85
46,"Rachel",6.85,7.46666666666667
46,"Sarah",10.0166666666667,11.4666666666667
46,"Krystal",10.6333333333333,10.8
46,"Krystal",11.4666666666667,12
46,"Cosima",12,13.2166666666667
46,"Krystal",14.3333333333333,15
46,"Krystal",17.35,20.9333333333333
46,"Sarah",17.35,18.2166666666667
46,"Sarah",18.7166666666667,19.1333333333333
46,"Sarah",19.8833333333333,20.3833333333333
46,"Krystal",21.95,23.6166666666667
46,"Sarah",21.95,22.3666666666667
46,"Sarah",23.6166666666667,23.7833333333333
46,"Krystal",25.3,25.7
46,"Sarah",25.3,25.65
46,"Sarah",25.9833333333333,26.3166666666667
46,"Krystal",26.0333333333333,27.7
46,"Sarah",26.75,26.8833333333333
46,"Cosima",28.4666666666667,30.4166666666667
46,"Rachel",30.4166666666667,31.0166666666667
46,"Cosima",32.7666666666667,33.5
46,"Rachel",33.7666666666667,34.6166666666667
46,"Cosima",34.6166666666667,36.25
46,"Cosima",37.1,38.0833333333333
46,"Cosima",38.9833333333333,39.3166666666667
47,"Rachel",1.3,2.65
47,"Rachel",2.65,4.16666666666667
47,"Sarah",4.16666666666667,4.58333333333333
47,"Cosima",4.58333333333333,6.78333333333333
47,"Sarah",5.21666666666667,6.78333333333333
47,"Alison",6.25,6.78333333333333
47,"Rachel",6.78333333333333,12.75
47,"Sarah",12.75,13.2333333333333
47,"Cosima",13.2333333333333,13.6833333333333
47,"Sarah",13.6833333333333,14.4
47,"Alison",14.6166666666667,16.2
47,"Rachel",16.3666666666667,17.9333333333333
47,"Helena",19.3166666666667,19.6166666666667
47,"Rachel",19.6166666666667,23.05
47,"Alison",24.05,25.4833333333333
47,"Sarah",25.4833333333333,26.9833333333333
47,"Rachel",26.9833333333333,30.2
47,"Cosima",30.2,30.9166666666667
47,"Sarah",30.7,30.9166666666667
47,"Rachel",30.9166666666667,32.75
47,"Sarah",31.55,33.0166666666667
47,"Rachel",33.0833333333333,35.4833333333333
47,"Sarah",35.4833333333333,35.6833333333333
47,"Rachel",35.6833333333333,36.4833333333333
47,"Rachel",37.1333333333333,40.0666666666667
47,"Sarah",37.3833333333333,37.5666666666667
48,"Sarah",0,0.333333333333333
48,"Rachel",0.333333333333333,1.73333333333333
48,"Sarah",1.73333333333333,2.18333333333333
48,"Sarah",2.18333333333333,3.06666666666667
48,"Cosima",3.06666666666667,3.83333333333333
48,"Sarah",3.83333333333333,5.2
48,"Cosima",4.28333333333333,5.2
48,"Helena",5.2,6.41666666666667
48,"Alison",6.41666666666667,7.11666666666667
48,"Sarah",7.11666666666667,7.93333333333333
48,"Cosima",7.93333333333333,8.53333333333333
48,"Rachel",9.36666666666667,10.2833333333333
48,"Sarah",10.2833333333333,10.6833333333333
48,"Rachel",10.6833333333333,11.8666666666667
48,"Alison",11.8666666666667,12.5333333333333
48,"Alison",12.5333333333333,12.95
48,"Helena",13.15,13.6833333333333
48,"Alison",14.95,16.7666666666667
48,"Cosima",16.7666666666667,17.9
48,"Sarah",17.9,18.8833333333333
48,"Rachel",18.8833333333333,19.9
48,"Rachel",20.5833333333333,21.95
48,"Cosima",21.95,23.1166666666667
48,"Sarah",23.1166666666667,23.9666666666667
48,"Sarah",24.8666666666667,25.45
48,"Helena",25.45,25.95
48,"Rachel",27.3,27.9333333333333
48,"Helena",28.5333333333333,29.1333333333333
48,"Sarah",29.2666666666667,30.1833333333333
48,"Cosima",30.1833333333333,31.2833333333333
48,"Sarah",31.2833333333333,33.5
48,"Rachel",33.5,34.95
48,"Sarah",35.7666666666667,35.9666666666667
48,"Rachel",35.9666666666667,36.2666666666667
48,"Sarah",36.2666666666667,36.5333333333333
48,"Sarah",38.5,38.7
49,"Helena",0,0.2
49,"Sarah",2.65,4.36666666666667
49,"Alison",4.36666666666667,5.08333333333333
49,"Cosima",4.36666666666667,5.08333333333333
49,"Sarah",5.08333333333333,6.98333333333333
49,"Helena",6.98333333333333,7.46666666666667
49,"Alison",8.45,9
49,"Cosima",8.45,9
49,"Sarah",8.45,9.5
49,"Rachel",9,10.0666666666667
49,"Helena",10.0666666666667,10.3333333333333
49,"Helena",11.1333333333333,11.3833333333333
49,"Sarah",11.3833333333333,12.0333333333333
49,"Rachel",12.0333333333333,12.9166666666667
49,"Sarah",12.9166666666667,13.15
49,"Helena",14.0666666666667,14.7833333333333
49,"Helena",15.5833333333333,16.3666666666667
49,"Cosima",16.9,17.4833333333333
49,"Rachel",17.0666666666667,17.6166666666667
49,"Sarah",19.8333333333333,20.1333333333333
49,"Helena",22.0833333333333,26.9833333333333
49,"UnknownClone",23.6166666666667,24.5833333333333
49,"Helena",26.9833333333333,28.0166666666667
49,"Sarah",27.3166666666667,28.0166666666667
49,"Helena",28.0166666666667,29.0333333333333
49,"Rachel",29.5,29.6333333333333
49,"Cosima",30.1166666666667,30.5
49,"Sarah",30.2833333333333,30.5
49,"Rachel",30.3833333333333,30.5
49,"Helena",30.65,32.1
49,"Cosima",32.1,33.05
49,"Rachel",32.45,33.1666666666667
49,"Sarah",33.1666666666667,33.7666666666667
49,"Helena",33.7666666666667,34.0833333333333
49,"Sarah",34.0833333333333,35.1833333333333
49,"Sarah",35.1833333333333,35.7833333333333
49,"Helena",36.45,37.7333333333333
49,"Sarah",36.45,37.7333333333333
49,"Helena",38.3166666666667,38.45
49,"Sarah",38.3166666666667,38.45
49,"Helena",38.7166666666667,40.1
49,"Sarah",38.7166666666667,40.1
50,"Sarah",0,0.95
50,"Helena",0.833333333333333,0.95
50,"Sarah",1.16666666666667,1.65
50,"Helena",1.16666666666667,1.65
50,"Sarah",2.01666666666667,2.58333333333333
50,"Helena",2.01666666666667,2.58333333333333
50,"Sarah",4.31666666666667,4.91666666666667
50,"Helena",4.31666666666667,5.06666666666667
50,"Sarah",4.91666666666667,6.75
50,"Sarah",8.03333333333333,8.31666666666667
50,"Helena",8.31666666666667,9.36666666666667
50,"Helena",10.1666666666667,10.45
50,"Helena",10.65,11.4166666666667
50,"Sarah",11.4166666666667,12.1666666666667
50,"Helena",12.1666666666667,12.95
50,"Sarah",12.95,18.7
50,"Helena",15.1833333333333,19.1833333333333
50,"Sarah",19.1833333333333,20.35
50,"Cosima",19.1833333333333,19.6833333333333
50,"Helena",20.35,20.95
50,"Alison",20.95,21.9666666666667
50,"Cosima",21.9666666666667,23
50,"Sarah",23,25.8666666666667
50,"Helena",24.7166666666667,25.2833333333333
50,"Helena",25.8666666666667,26.4333333333333
50,"Alison",26.4333333333333,26.6833333333333
50,"Helena",26.6833333333333,27.2833333333333
50,"Cosima",26.6833333333333,27.2833333333333
50,"Sarah",27.2833333333333,29.2666666666667
50,"Alison",28.9833333333333,29.2666666666667
50,"Helena",29.6166666666667,30.4166666666667
50,"Alison",30.4166666666667,31.85
50,"Sarah",30.4166666666667,32.8
50,"Cosima",32.1,32.8
50,"Alison",32.3666666666667,32.8
50,"Rachel",33.1833333333333,33.6833333333333
50,"Helena",33.6833333333333,36.1666666666667
50,"Alison",33.6833333333333,36.1666666666667
50,"Sarah",33.6833333333333,36.1666666666667
50,"Cosima",33.6833333333333,36.1666666666667
50,"Rachel",36.1666666666667,36.9666666666667
50,"Helena",37.1166666666667,39.0333333333333
50,"Alison",37.1166666666667,40
50,"Sarah",37.1166666666667,39.0333333333333
50,"Cosima",37.1166666666667,39.0333333333333
50,"Camilla",40,40.9166666666667
50,"Cosima",40.3833333333333,41
50,"Helena",41,41.9
50,"Sarah",41.9,42.4833333333333
